DateStart;DateTimeStart;SUM_of_IsDP
01JUN2026;01JUN2026:07:29:28.842000;1
01JUN2026;01JUN2026:07:30:40.563000;1
01JUN2026;01JUN2026:07:32:39.240000;1
01JUN2026;01JUN2026:07:33:40.126000;1
01JUN2026;01JUN2026:07:35:02.617000;1
01JUN2026;01JUN2026:07:35:21.204000;1
01JUN2026;01JUN2026:07:36:22.355000;1
01JUN2026;01JUN2026:07:36:35.463000;1
01JUN2026;01JUN2026:07:36:57.409000;1
01JUN2026;01JUN2026:07:38:11.776000;1
01JUN2026;01JUN2026:07:38:13.554000;1
01JUN2026;01JUN2026:07:39:10.813000;1
01JUN2026;01JUN2026:07:39:49.137000;1
01JUN2026;01JUN2026:07:41:02.252000;1
01JUN2026;01JUN2026:07:41:26.689000;1
01JUN2026;01JUN2026:07:41:36.665000;1
01JUN2026;01JUN2026:07:42:21.166000;1
01JUN2026;01JUN2026:07:42:37.447000;1
01JUN2026;01JUN2026:07:44:28.353000;1
01JUN2026;01JUN2026:07:44:52.379000;1
01JUN2026;01JUN2026:07:45:02.290000;1
01JUN2026;01JUN2026:07:46:23.182000;1
01JUN2026;01JUN2026:07:46:24.404000;1
01JUN2026;01JUN2026:07:46:35.099000;1
01JUN2026;01JUN2026:07:47:14.430000;1
01JUN2026;01JUN2026:07:47:43.928000;1
01JUN2026;01JUN2026:07:47:44.690000;1
01JUN2026;01JUN2026:07:47:46.577000;1
01JUN2026;01JUN2026:07:48:03.058000;1
01JUN2026;01JUN2026:07:48:10.360000;1
01JUN2026;01JUN2026:07:48:30.461000;1
01JUN2026;01JUN2026:07:49:02.229000;1
01JUN2026;01JUN2026:07:49:28.991000;1
01JUN2026;01JUN2026:07:50:32.750000;1
01JUN2026;01JUN2026:07:50:35.366000;1
01JUN2026;01JUN2026:07:51:17.860000;1
01JUN2026;01JUN2026:07:52:13.827000;1
01JUN2026;01JUN2026:07:52:43.027000;1
01JUN2026;01JUN2026:07:52:55.389000;1
01JUN2026;01JUN2026:07:53:49.709000;1
01JUN2026;01JUN2026:07:53:52.177000;1
01JUN2026;01JUN2026:07:54:33.419000;1
01JUN2026;01JUN2026:07:56:17.283000;1
01JUN2026;01JUN2026:07:56:27.277000;1
01JUN2026;01JUN2026:07:57:17.705000;1
01JUN2026;01JUN2026:07:57:41.398000;1
01JUN2026;01JUN2026:07:58:46.133000;1
01JUN2026;01JUN2026:07:59:58.674000;1
01JUN2026;01JUN2026:08:02:07.194000;1
01JUN2026;01JUN2026:08:04:24.312000;1
01JUN2026;01JUN2026:08:05:40.015000;1
01JUN2026;01JUN2026:08:05:43.905000;1
01JUN2026;01JUN2026:08:05:44.105000;1
01JUN2026;01JUN2026:08:05:45.539000;1
01JUN2026;01JUN2026:08:06:15.668000;1
01JUN2026;01JUN2026:08:06:27.883000;1
01JUN2026;01JUN2026:08:06:56.568000;1
01JUN2026;01JUN2026:08:07:06.700000;1
01JUN2026;01JUN2026:08:08:02.206000;1
01JUN2026;01JUN2026:08:09:47.181000;1
01JUN2026;01JUN2026:08:10:02.189000;1
01JUN2026;01JUN2026:08:10:11.071000;1
01JUN2026;01JUN2026:08:10:56.820000;1
01JUN2026;01JUN2026:08:11:16.041000;1
01JUN2026;01JUN2026:08:11:45.251000;1
01JUN2026;01JUN2026:08:12:36.342000;1
01JUN2026;01JUN2026:08:12:36.996000;1
01JUN2026;01JUN2026:08:12:50.543000;1
01JUN2026;01JUN2026:08:14:01.461000;1
01JUN2026;01JUN2026:08:14:47.029000;1
01JUN2026;01JUN2026:08:15:29.898000;1
01JUN2026;01JUN2026:08:19:06.410000;1
01JUN2026;01JUN2026:08:19:40.696000;1
01JUN2026;01JUN2026:08:21:22.548000;1
01JUN2026;01JUN2026:08:21:47.529000;1
01JUN2026;01JUN2026:08:22:11.589000;1
01JUN2026;01JUN2026:08:22:22.555000;1
01JUN2026;01JUN2026:08:22:26.158000;1
01JUN2026;01JUN2026:08:23:04.514000;1
01JUN2026;01JUN2026:08:23:30.724000;1
01JUN2026;01JUN2026:08:23:31.166000;1
01JUN2026;01JUN2026:08:24:50.345000;1
01JUN2026;01JUN2026:08:25:05.840000;1
01JUN2026;01JUN2026:08:25:25.377000;1
01JUN2026;01JUN2026:08:26:43.623000;1
01JUN2026;01JUN2026:08:27:16.853000;1
01JUN2026;01JUN2026:08:27:26.133000;1
01JUN2026;01JUN2026:08:27:49.539000;1
01JUN2026;01JUN2026:08:29:48.842000;1
01JUN2026;01JUN2026:08:30:56.481000;1
01JUN2026;01JUN2026:08:32:07.424000;1
01JUN2026;01JUN2026:08:33:07.519000;1
01JUN2026;01JUN2026:08:33:21.465000;1
